Line,EventId,EventTemplate,Content,ParameterList
639,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_6514181997629420906 terminating,"['2', '6514181997629420906']"
640,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010,"['-4434479572312007079', '10.251.30.101:60539', '10.251.30.101:50010']"
641,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-3339018122410311668 terminating,"['1', '-3339018122410311668']"
642,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864,"['10.251.91.32:50010', '5272761429354463572', '67108864']"
643,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-1680563440028826904 terminating,"['2', '-1680563440028826904']"
644,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67,"['-5671206752084326639', '67108864', '10.251.214.67']"
645,E14,Verification succeeded for blk_<*>,Verification succeeded for blk_1649162819905816843,['1649162819905816843']
646,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-2541428592126088938,"['user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0', '01335', '-2541428592126088938']"
647,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864,"['10.251.66.3:50010', '6547729596040509998', '67108864']"
648,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.209:50010,"['-3673133694834392576', '10.251.109.209:49088', '10.251.109.209:50010']"
649,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_48742413802609430 of size 67108864 from /10.251.106.10,"['48742413802609430', '67108864', '10.251.106.10']"
650,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.191:50010,"['6085274723649229095', '10.251.127.191:51113', '10.251.127.191:50010']"
651,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213,"['-227411387418683230', '67108864', '10.251.194.213']"
652,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864,"['10.251.31.160:50010', '3079488924320077240', '67108864']"
653,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_692184983396207285 of size 67108864 from /10.250.6.214,"['692184983396207285', '67108864', '10.250.6.214']"
654,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864,"['10.251.66.102:50010', '-5009274684359267777', '67108864']"
655,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10,"['2599050023684318911', '67108864', '10.251.106.10']"
656,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864,"['10.251.123.195:50010', '3911263675181899748', '67108864']"
657,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:50010,"['5641239200978828454', '10.251.42.9:51808', '10.251.42.9:50010']"
658,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010,"['-8852638972311349374', '10.251.107.227:46913', '10.251.107.227:50010']"
659,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010,"['-719498947487451844', '10.251.125.193:52079', '10.251.125.193:50010']"
660,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864,"['10.251.66.63:50010', '-3170270010972115378', '67108864']"
661,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010,"['6988110707613820142', '10.251.123.132:47658', '10.251.123.132:50010']"
662,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-1490623381339215624 terminating,"['1', '-1490623381339215624']"
663,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.204:50010,"['-2192382893903170466', '10.251.201.204:36915', '10.251.201.204:50010']"
664,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864,"['10.251.203.149:50010', '-6247364168500873179', '67108864']"
665,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_4234385041723406944 size 67108864,"['10.251.125.237:50010', '4234385041723406944', '67108864']"
666,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52,"['8968608251219902913', '67108864', '10.251.195.52']"
667,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733,"['10.250.10.100:50010', '-8502460962248995911', '28489733']"
668,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147,"['-1201318815778694289', '67108864', '10.251.194.147']"
669,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-9089815063425241739 of size 67108864 from /10.251.126.255,"['-9089815063425241739', '67108864', '10.251.126.255']"
670,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864,"['10.251.214.32:50010', '1389634598105954660', '67108864']"
671,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_557803157214911261 of size 67108864 from /10.251.198.196,"['557803157214911261', '67108864', '10.251.198.196']"
672,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-1435656632270396446 size 28490269,"['10.251.42.9:50010', '-1435656632270396446', '28490269']"
673,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_7345322407792942877 terminating,"['2', '7345322407792942877']"
674,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-8939321760994370713 terminating,"['1', '-8939321760994370713']"
675,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_3958940914408609637 terminating,"['0', '3958940914408609637']"
676,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001968_1/part-01968. blk_5106303344783117537,"['user/root/randtxt2/_temporary/_task_200811101024_0002_m_001968_1', '01968', '5106303344783117537']"
677,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_6628512193350164674 src: /10.251.73.220:33460 dest: /10.251.73.220:50010,"['6628512193350164674', '10.251.73.220:33460', '10.251.73.220:50010']"
678,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-5587827566367944828 terminating,"['1', '-5587827566367944828']"
679,E1,<*>:<*> Served block blk_<*> to /<*>,10.250.11.53:50010 Served block blk_-743349875664670637 to /10.250.11.53,"['10.250.11.53:50010', '-743349875664670637', '10.250.11.53']"
680,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.70.5:50010:Got exception while serving blk_4581070264530964999 to /10.250.13.188:,"['10.251.70.5:50010', '4581070264530964999', '10.250.13.188']"
681,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.74.79:50010:Got exception while serving blk_2139707931694085102 to /10.251.111.228:,"['10.251.74.79:50010', '2139707931694085102', '10.251.111.228']"
682,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.42.246:50010:Got exception while serving blk_-3056652732896088330 to /10.251.27.63:,"['10.251.42.246:50010', '-3056652732896088330', '10.251.27.63']"
683,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.250.13.188:50010:Got exception while serving blk_73389299186801686 to /10.251.123.33:,"['10.250.13.188:50010', '73389299186801686', '10.251.123.33']"
684,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.42.16:50010:Got exception while serving blk_4963214289850966664 to /10.251.202.181:,"['10.251.42.16:50010', '4963214289850966664', '10.251.202.181']"
685,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.71.240:50010:Got exception while serving blk_-8082428389627750477 to /10.251.71.97:,"['10.251.71.240:50010', '-8082428389627750477', '10.251.71.97']"
686,E1,<*>:<*> Served block blk_<*> to /<*>,10.251.39.192:50010 Served block blk_6338761369201338121 to /10.251.90.81,"['10.251.39.192:50010', '6338761369201338121', '10.251.90.81']"
687,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.122.38:50010:Got exception while serving blk_7489155602821840025 to /10.251.26.8:,"['10.251.122.38:50010', '7489155602821840025', '10.251.26.8']"
688,E1,<*>:<*> Served block blk_<*> to /<*>,10.251.67.225:50010 Served block blk_2038610753592374847 to /10.250.18.114,"['10.251.67.225:50010', '2038610753592374847', '10.250.18.114']"
689,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.197.226:50010:Got exception while serving blk_2101007907134483259 to /10.251.31.242:,"['10.251.197.226:50010', '2101007907134483259', '10.251.31.242']"
690,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.26.177:50010:Got exception while serving blk_3848747149919646864 to /10.251.125.174:,"['10.251.26.177:50010', '3848747149919646864', '10.251.125.174']"
691,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.30.85:50010:Got exception while serving blk_8059204889272489644 to /10.250.7.96:,"['10.251.30.85:50010', '8059204889272489644', '10.250.7.96']"
692,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.39.179:50010:Got exception while serving blk_1683075246463470765 to /10.250.14.38:,"['10.251.39.179:50010', '1683075246463470765', '10.250.14.38']"
693,E1,<*>:<*> Served block blk_<*> to /<*>,10.250.10.100:50010 Served block blk_9216955386716663841 to /10.251.90.64,"['10.250.10.100:50010', '9216955386716663841', '10.251.90.64']"
694,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.123.132:50010:Got exception while serving blk_4048438071314937575 to /10.251.194.213:,"['10.251.123.132:50010', '4048438071314937575', '10.251.194.213']"
695,E1,<*>:<*> Served block blk_<*> to /<*>,10.251.203.149:50010 Served block blk_-1432303681669932458 to /10.250.10.176,"['10.251.203.149:50010', '-1432303681669932458', '10.250.10.176']"
696,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.126.255:50010:Got exception while serving blk_1910039736720341651 to /10.251.31.85:,"['10.251.126.255:50010', '1910039736720341651', '10.251.31.85']"
697,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.70.37:50010:Got exception while serving blk_1646534811870220828 to /10.250.11.100:,"['10.251.70.37:50010', '1646534811870220828', '10.250.11.100']"
698,E14,Verification succeeded for blk_<*>,Verification succeeded for blk_-4984504651603069357,['-4984504651603069357']
699,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.214.130:50010:Got exception while serving blk_424461424221613461 to /10.251.71.193:,"['10.251.214.130:50010', '424461424221613461', '10.251.71.193']"
700,E1,<*>:<*> Served block blk_<*> to /<*>,10.251.214.18:50010 Served block blk_7297060562345904886 to /10.251.29.239,"['10.251.214.18:50010', '7297060562345904886', '10.251.29.239']"
701,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,10.251.215.70:50010:Got exception while serving blk_-7391656937286046074 to /10.251.107.196:,"['10.251.215.70:50010', '-7391656937286046074', '10.251.107.196']"
702,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258. blk_387577766066135394,"['user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0', '00258', '387577766066135394']"
703,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_6107935679779418195 src: /10.251.43.115:55925 dest: /10.251.43.115:50010,"['6107935679779418195', '10.251.43.115:55925', '10.251.43.115:50010']"
704,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_3584162266158512993 terminating,"['2', '3584162266158512993']"
705,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-2591043665372016488 terminating,"['2', '-2591043665372016488']"
706,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000257_0/part-00257. blk_-1732662141253491971,"['user/root/sortrand2/_temporary/_task_200811101024_0003_r_000257_0', '00257', '-1732662141253491971']"
707,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_4959462704623252283 src: /10.251.125.174:44166 dest: /10.251.125.174:50010,"['4959462704623252283', '10.251.125.174:44166', '10.251.125.174:50010']"
708,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4553790855855864497 size 67108864,"['10.250.7.96:50010', '4553790855855864497', '67108864']"
709,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-3261177124784025140 src: /10.251.29.239:43937 dest: /10.251.29.239:50010,"['-3261177124784025140', '10.251.29.239:43937', '10.251.29.239:50010']"
710,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_7501235595045510958 of size 67108864 from /10.251.214.67,"['7501235595045510958', '67108864', '10.251.214.67']"
711,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-3486808304671603275 src: /10.251.30.85:37518 dest: /10.251.30.85:50010,"['-3486808304671603275', '10.251.30.85:37518', '10.251.30.85:50010']"
712,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_6563909003697001371 src: /10.251.39.144:48872 dest: /10.251.39.144:50010,"['6563909003697001371', '10.251.39.144:48872', '10.251.39.144:50010']"
713,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_4068667188725811395 terminating,"['0', '4068667188725811395']"
714,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-7355153279766988632 src: /10.251.194.245:35876 dest: /10.251.194.245:50010,"['-7355153279766988632', '10.251.194.245:35876', '10.251.194.245:50010']"
715,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-4854562124894030819 src: /10.250.10.100:40486 dest: /10.250.10.100:50010,"['-4854562124894030819', '10.250.10.100:40486', '10.250.10.100:50010']"
716,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_1828089683746536118 of size 67108864 from /10.250.6.223,"['1828089683746536118', '67108864', '10.250.6.223']"
717,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_1345503778930512538 src: /10.251.75.163:40307 dest: /10.251.75.163:50010,"['1345503778930512538', '10.251.75.163:40307', '10.251.75.163:50010']"
718,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.70:50010 is added to blk_4318179566727871532 size 67108864,"['10.251.195.70:50010', '4318179566727871532', '67108864']"
